Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Adularescence,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"EDM, Tropical House",Piano driven tropical house background music,135,Em,4/4,Aeolian,2:02,"Elec. Drums, Synth Lead, Cinematic Drums, Piano, Plucks","Beach, tropical, chill, beach, island, pop, ocean, Temptation Island, reality tv, reality show","Chill, relaxed, upbeat, happy, cheerful, low-key, carefree","romance, teen, romantic comedy, reality",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166824168%3Fsecret_token%3Ds-qLf4vexuZ4Y&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/adularescence/s-qLf4vexuZ4Y"" title=""Adularescence"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Adularescence</a></div>",checked,,,,
Ready to Go,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"EDM, Tropical House, Pop",Upbeat tropical party anthem with female vocals,180,Gm,4/4,Aeolian,2:26,"Elec Drums, Female Vox, Synth Bass, Synth Plucks, Piano, percussion","beach, summer, tropical, pop, tropical house, house, epic, anthem, party, cycle, drinking, cocaine, island, hawaii, ocean, vacation, travel, upbeat, temptation","joyful, cheerful, upbeat, party, epic, carefree, fun, glamorous, happy, playful, upbeat","Drama, main title, romance, teen",?,5,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166821555%3Fsecret_token%3Ds-8vVApxvyPRq&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/ready-to-go-feat-queen-chameleon-1/s-8vVApxvyPRq"" title=""Ready To Go feat. Queen Chameleon"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Ready To Go feat. Queen Chameleon</a></div>",checked,,,,
Space Cats,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"EDM, videogame",Bleepy synth tune reminiscent of Nyan Cat,88,Gb,4/4,Ionian,1:10,"Synth, elec. drums, synth bass","silly, cute, video game, arcade, gamey, videogame, nintendo, nyan cat, nyan, cat, spazzy, random, innocent, fun, adorable, wacky, weird, spastic, neon, bright, colorful, swing, fast, slow, speedy, quick, ","cute, bouncy, cheerful, epic, fun, playful, positive, whimsical, youthful","animation, commercial, video game, teen",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166829391%3Fsecret_token%3Ds-ncmdo0mHrne&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/space-cats/s-ncmdo0mHrne"" title=""Space Cats"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Space Cats</a></div>",checked,,,,
Cheerful Arcade,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"EDM, videogame","Fast, bleepy, arcadey synth tune,",170,Db,4/4,Mixolydian,1:37,"Synth, Synth Bass, Elec. Drums","video game, manic, caffeine, speedy, zippy, hyper","cheerful, happy, hyper",video game,?,1,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166840773%3Fsecret_token%3Ds-CifoQS1HzrI&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/cheerful-arcade/s-CifoQS1HzrI"" title=""Cheerful Arcade"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Cheerful Arcade</a></div>",checked,,,,
A Beach Margarita,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Electronic, Pop","Upbeat indie electronica track with elements of futurebass, and a nice epic intro build",154,G,4/4,Ionian,2:11,"Synth, Female Vox, DrumSet,","beach, happy, carefree, ocean, island, summer, indie, margarita","relaxed, joyful, upbeat, ","Teen, Romantic Comedy, ",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166841391%3Fsecret_token%3Ds-inScRmIayzF&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/a-beach-margarita-final-full-2/s-inScRmIayzF"" title=""A Beach Margarita"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">A Beach Margarita</a></div>",checked,Samples Megan Steinke,,,
Tropical Sugar,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,Electronica,A super sugary and happy upbeat tropical indie pop tune,115,Db,4/4,Ionian,3:38,"Elec Drums, Piano, Synth, Synth Bass, Marimba","speedy, dance, pop, tropical, island, beach, sand, party, melodic, squiggly, sugary","cheerful, happy, upbeat","teen, commercial, animation","Owl City, Kygo, You're So Cool (Hans Zimmer)",3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166844613%3Fsecret_token%3Ds-7emtNnWT2np&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/tropical-sugar-3/s-7emtNnWT2np"" title=""Tropical Sugar"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Tropical Sugar</a></div>",checked,,,,
Mystic Flute,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Ethnic, Score","A flute and synth piece perfect for native american or island scenes, staring into a volcano or watching an ancient ritual unfold",115,Cm,4/4,Aeolian,2:58,"Synth, Percussion, Ethnic flute","Native, Native American, Tribal, Mystery, Volcano, Island, Ethnic, Flute, Spirit, Ghosts, Ancestors, Documentary, Death, Tribe, Ritual, Hopi, ","Brooding, Dark, Spooky, Meditative, Melancholy","Documentary, Romance, Military, Horror/Thriller/Sci-fi, Drama",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166844811%3Fsecret_token%3Ds-ohchRu4ybeH&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/mystic-flute/s-ohchRu4ybeH"" title=""Mystic Flute"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Mystic Flute</a></div>",checked,,,,
Our Love's Like an Apple,Melod.ie,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 50% Eden Edell 50%,Nikolas Korolog,Folk,Sweet and romantic guitar/vocal folk tune,68,G,4/4,Ionian,2:11,"Guitar, Female Vox","Romance, Romantic, Apple, Sweet, Cute, Cutesy, Solo, Guitar/vocal","Romantic, Happy","Commercial, Drama, Reality",?,4,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166844898%3Fsecret_token%3Ds-sAATeuF0yuZ&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/our-loves-like-an-apple-feat-eden-edell/s-sAATeuF0yuZ"" title=""Our Love&#x27;s Like An Apple feat. Eden Edell"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Our Love&#x27;s Like An Apple feat. Eden Edell</a></div>",checked,,,,
Brass Attack,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Hip Hop, Beat",Brass stab beat with bendy lead guitar,70,G,4/4,Ionian,1:27,"Drums, Brass, Elec. Guitar","Action, sports, trucks, extreme, extreme sports, beer, rock, muddin' commercial","Heavy, Hardcore, Motivational","Commercial, Reality",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166844526%3Fsecret_token%3Ds-vXb1f2To4Mt&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/brass-attack-1/s-vXb1f2To4Mt"" title=""Brass Attack"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Brass Attack</a></div>",checked,,,,
Why do I Try so hard when Everybody Else just Lies,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Hip hop, Pop",very 'different' sounding hip hop beat with cool textures,55,A,4/4,Ionian,3:03,"Elec. Drums, Synth, Synth bass","Hip hop, indie, synth, synthpop, whiny, annoying, experimental, pop","Complaining, Happy, Upbeat, ","Reality, Romance, Drama",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166845573%3Fsecret_token%3Ds-31BiTkuk80g&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/why-do-i-try-so-hard-when-everybody-else-just-lies-5/s-31BiTkuk80g"" title=""Why Do I Try So Hard When Everybody Else Just Lies"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Why Do I Try So Hard When Everybody Else Just Lies</a></div>",checked,,,,
Cosmic Archaeology,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Hip Hop, Tension","A tropical instrumental hip-hop underscore type beat featuring hang drum, strings, and bansuri.",130,Gm,4/4,Aeolian,4:11,"Elec. Drums, Hang Drum, Flute, Strings, String Section, Synth Bass","heartbeat, tension, waiting, tropical, island, beach, tiki torch, maui, hawaii, relaxing, ethnic, trap, hip hop, birds, rainforest, summer","Moody, Chill, Hot, Romantic, Deep","Romance, Romantic Comedy, Teen",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166881606%3Fsecret_token%3Ds-Clrv4LIdEjh&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/cosmic-archaeology-3/s-Clrv4LIdEjh"" title=""Cosmic Archaeology"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Cosmic Archaeology</a></div>",checked,,,,
Ascendancy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,Hip-Hop,a victorious Horn-driven hip-hop beat with an EDM sensibility,133,G#m,4/4,Aeolian,1:38,"Trap Drums, Synth Bass, Horn Section, Synth Pluck","Fight, Sports, Boxing, Victory, Trap, Hip Hop, Fighting, MMA, Win, Winning ","Adventurous, Aggressive, Active, Competitive, Confident, Determined, Energetic","Action, Sports, Game Show",Rocky,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166860378%3Fsecret_token%3Ds-NT3JDiQ3lzf&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/ascendancy-1/s-NT3JDiQ3lzf"" title=""Ascendancy"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Ascendancy</a></div>",checked,,,,
Adagvng,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,Hip-Hop,Heavy minimal hip hop groove,113,Dm,4/4,Aeolian,1:52,"Elec. Drums, Synth, Piano, Synth Bass","Heavy, Hiphop, beat, beats, hip hop, dark, trap, party, drinking, partying, rap, rapper, angry, aggressive, confident, cool, determined, disturbing, dramatic, energetic, evil, groovy, intense, ominous, foreboding, powerful, strange, suspense urban, synthesiser, drum machine, piano, Gangster","Dark, Hardcore, Heavy","Reality, Drama, Action",?,2,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166860042%3Fsecret_token%3Ds-OcOGuCy5ux3&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/adagvng-1/s-OcOGuCy5ux3"" title=""Adagvng"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Adagvng</a></div>",checked,,,,
Glass Soul,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,Hip-hop,"Slow, abstract, and atmospheric hip hop beat ",135,Am,4/4,Aeolian,2:06,"Synth, elec. drums, bells","Glassy, hip hop, beat, sedate, rap, glass, shiny, tik tok, instagram, hangover, hung over, hiphop, edm, relaxed, melancholy, low, lil nas x, ethereal, surreal","calm, chill, cool, contemplative, laid-back, lonely, pensive, reflective, smooth","drama, romance, talk show",?,3,,,-,"<iframe width=""100%"" height=""20"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/1166881351%3Fsecret_token%3Ds-TipKk9S2kRa&color=%23ff5500&inverse=false&auto_play=false&show_user=true""></iframe><div style=""font-size: 10px; color: #cccccc;line-break: anywhere;word-break: normal;overflow: hidden;white-space: nowrap;text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif;font-weight: 100;""><a href=""https://soundcloud.com/nikokofficial"" title=""Niko K"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Niko K</a> · <a href=""https://soundcloud.com/nikokofficial/glass-soul-ver-2/s-TipKk9S2kRa"" title=""Glass Soul Ver 2"" target=""_blank"" style=""color: #cccccc; text-decoration: none;"">Glass Soul Ver 2</a></div>",checked,,,,
