Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes
Heavy Waves,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Heavy and trudging dungeon crawler score,62,Gm,2/4,Phrygian,1:38,"Choir, Big Drums, Percussion, Synth Bass","Dungeon, Dark, Evil, Trudging, intense, heavy, chain gang, hard work, monsters, ","Dark, Epic, Ominous, anxious","Video Game, Heroic, crime, drama, elimination",?,4,,,-,,checked,
Light Waves,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Tense ambient underscore,201,Gm,4/4,Phrygian,3:18,"elec. drums, hi hat, synth, choir, chorus","Ambient, ambiant, Ambiance, ambience underscore, hip hop, hip hop ambiance, trap, trap music, horror, thriller, crime, criminal, drama, terror, creepy, scary, sci-fi, urban, tension","anxious, dark, dramatic, brooding, intense, ominous, tense, suspenseful, dangerous, eerie, creepy","crime, drama, elimination, video game",?,3,,,-,,checked,
A Deep Dark Dirge,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",A dark and heavy bass-melody,102,Gm,4/4,Aeolian,2:00,"Hi hat, choir, acoustic bass, cello","Ambient, ambiant, Ambiance, ambience underscore, hip hop, hip hop ambiance, trap, trap music, horror, thriller, crime, criminal, drama, terror, creepy, scary, sci-fi, urban, tension","Dark, Epic, Ominous, brooding, ","crime, drama, elimination, video game",?,4,,,-,,checked,
Love you till the End of Me,Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Eden Edell 15%,Nikolas Korolog,Singer-Songwriter,Dramatic romantic split tempo piano ballad,78,Bb,4/4,Ionian,4:26,"Piano, Female Vox, Strings, Elec. Drums, Drums, Strings, Synth Bass","Romantic, Love Song, Apology, Vulnerable, Drivers License, Ballad, Drama, Dramatic, Loving, ","Romantic, Loving, Sad, Melancholy","Feature Film, Main Title, Romace",?,5,,,-,,checked,
Open Passage,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Synthesizer, Sound Effects",A gritty and windy sci-fi type ambiance,120,C,4/4,Ionian,3:16,"Synthesizer, Sound Effects","meditation, new age, drone, meditate, nature, documentary, erratic, organic, natural, busy, layered, fireflies, bugs, dust devil, storm, aliens, water, wet, leaking, dripping, ambient, ambiance  ","Dark, Chill, Omenous, Relaxed","Builds, Documentary, Sci-fi, ",?,4,,,-,,checked,
Hot Red,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Synthpop,A simple and spacy synth-pop build reminiscent of waking up on a summer morning and going on an adventure,120,Db,4/4,Ionian,2:54,"Synth, Elec. Drums, Percussion","Summer, Morning, Waking up, Sunrise, Ocean, Beach, Waves, Bunjee Jumping, Skydiving, Adventure, Arcade, Sepia","Chill, Adventurous, Cool, Exciting, Fun, Happy, Hopeful, Sweet, Upbeat, Young, Energetic","Builds, Romance, Teen, Romantic Comedy, Retro",?,2,,,-,,checked,
Candy for my Mind,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Synthpop, Pop","A indie pop tune in the vein of the Postal Service or Owl City, featuring abstractly romantic lyrics",80,Bb,4/4,Ionian,4:56,"Synth, Synth Bass, Elec. Drums Female Vox, Male Vox","Owl City, Happy, Romance, First Kiss, Kiss, Indie, Sci-fi, Playing, Video game, Console, Playstation","Bouncy, Cool, Fun, Happy, Joyful, Light, Magical, Uplifting, Sweet, Playful","Teen, Romance, Drama, Sci-fi",Owl City,3,,,-,,checked,
Why Go,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Tropical House, Pop",An upbeat and cinematic tropical house tune featuring synth flute,110,Cm,4/4,Dorian,1:33,"Piano, Synth Bass, Synth, Synth Flute, Elec. Drums, Percussion","Tropical, Beach, Island, Temptation Island, Tropic, House, Upbeat, Dorian Mode, EDM, South Pacific, Kygo, Plucks, Paradise, Kava, Fiji, Vanuatu, club, relaxing, tanning, coconuts","Cheerful, Upbeat, Chill, Relaxed","Romance, Romantic Comedy, Drama, Commercial",Temptation Island,3,checked,,-,,checked,
Get Jacked,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Tropical House, Pop",A cinematic / orchstral hip hop track featuring a trap beat with orchestral elements.,106,Cm,4/4,Aeolian,1:41,"Elec. Drums, Synth, Synth Bass, Percussion, ","Workout, hardcore, epic, tension, tense, rocky, boxing, wrestling, hero, heroic, waiting, anticipation, fight, competition, competitive, drama, time, ticking clock, edm, football, sports, superbowl, extreme sports, skydiving, x-games","Tense, Heroic, Confident, Dark, Driving, Energetic, Exciting, Suspenseful, Tense, Aggressive","Builds, Sports, Olympics, Reveal, Teen, Action",?,1,,,-,,checked,
Evenfall,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Underscore,"A romantic and moody, string and piano driven orchestral score",105,Bm,4/4,Aeolian,1:44,"Orchestra, String Section, Violins, Horn, Piano, Harp","Loss, Tragedy, Breakup, Romance, Nostalgia, Cheating, Remember, Childhood, Remembering","Gloomy, Melancholy, Moody, Romantic, Dark, Mourning, Sad","Drama, Romance, Teen",An Indecent Proposal,3,,,-,,checked,
Zodiactivate,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,Underscore,"Dark, suspenseful, schizophrenic drama underscore",110,Cm,4/4,Aeolian,2:59,"synth, strings, synth bass, sfx","crime, drama, tension, drone, dark, eerie, cinematic, trailer, movie, score, video game, dark, scary, intense, dramatic, moody, spiderman, batman, bat man, gotham, spiderman 2, superhero, marvel, dc comics, comics, waiting, wait, build, buildup","dramatic, dark, schizophrenic, eerie, epic, mysterious, suspenseful, ominous, anxious, driving,","sci-fi, animation, drama, crime, video game",Marvel,3,,,-,,checked,
Painful Circumstances (Gm),"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Underscore, Tension",An ostinato driven string tension / drama track,101,Gm,4/4,Aeolian,3:25,"String Section, Hang Drum, Percussion, Violins","Dramatic, Heroin, Tragic, Tragedy, Tension, Building, Consequences, Drama, Horror, Murder, Criminal, Breakup, Fight, Angry, Anger, Unhappy, Video Game, Cut Scene, CSI, Crime Scene, Doom, Tension, Poignant, Suspense","Dark, Sad, Tragic, Melancholy, Moody, Tense","Builds, Horror, Romance, Crime",Clint Mansell - requiem for a dream,3,,,-,,checked,
Painful Circumstances (Am),"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Underscore, Tension",An ostinato driven string tension / drama track,101,Am,4/4,Aeolian,3:25,"String Section, Hang Drum, Percussion, Violins","Dramatic, Heroin, Tragic, Tragedy, Tension, Building, Consequences, Drama, Horror, Murder, Criminal, Breakup, Fight, Angry, Anger, Unhappy, Video Game, Cut Scene, CSI, Crime Scene, Doom, Tension, Poignant, Suspense","Dark, Sad, Tragic, Melancholy, Moody, Tense","Builds, Horror, Romance, Crime",Clint Mansell - requiem for a dream,3,,,-,,checked,
SineChron,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, EDM","An old-school, video-gamey synth piece reminiscent of Tron",125.5,Fm,4/4,Aeolian,3:26,"Synth Bass, Synth Lead, Synth Pad, Elec. Drums","Retro, Video Game, Tron, Animation, EDM, Arcade, Electronic Rock, Animation, Computers, Computer, Virtual Reality","Confident, Retro, Moody, Playful","Teen, Childrens, Animation, Retro","Tron, Bassnectar, Fox Stevenson",3,,,-,,checked,
Agate Sculpture,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score","An ambient, bass clarinet driven drone type piece",48,D,4/4,Ionian,2:42,"Orchestra, Bass Clarinet, Strings, Mbira","Ambient, Morning, daybreak, video game, menu, main menu, waking up","cheerful, content, chill, relaxed","Romance, Drama, Video Game",?,3,,,-,,checked,From Weavers project with Jewel Lim. Alternate Title: A Sculpture.
Angelic Painting,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score","Sweet, wholesome, harp-driven orchestral score",120,F,Varies,Ionian,2:29,"Orchestra, Strings, Harp, Flute, Celeste","Wholesome, sweet, reminiscent, memories, memory, nostalgic, childhood, child, video game, toys, toy store, sweet, kind, nostalgia, game, warmth, warm, cheerful, acoustic","nostalgic, content, chill, cheerful, happy, hopeful, peaceful, pleasant, uplifting, relaxed, sweet, whimsical","animation, children, video game, romance",?,2,,,-,,checked,From Weavers project with Jewel Lim
Bicycle Ride,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score","A sweet, uplifting harp driven loop with a changing meter",140,Db,Varies,Ionian,1:12,"Orchestra, Strings, Harp, Celeste","Video game, bike ride, bike, rpg, zelda, roleplay, innocent, sweet, sugary, kind","uplifting, cheerful, happy, content, contented","Videogame, Drama, Romance",?,3,,,-,,checked,From Weavers project with Jewel Lim
The Glowing Forest - Potion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score",Dramatic and magical stinger / bumper clip,64,Gm,6/8,Aeolian,0:34,"Orchestra, Flute, Strings, Percussion, Bass Drum, Music Box","Magic, Forest, Potion, Dreaming, Dreamland, Sleepy, Peter Pan, Neverland, ","Magical, Relaxed, Calm, Content, Hopeful, Laidback, Whimsical","Medieval, Animation, Fantasy, Romance, Video Game",Up,3,,,-,,checked,
The Glowing Forest - Riding,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score",Magical and animation-style orchestral score,64,Gm,3/4,Aeolian,2:10,"Orchestra, Flute, Strings, Percussion, Bass Drum, Music Box","Magic, Forest, Potion, Riding, Horses, Peter Pan, Neverland, Ride, Hero, Heroic","Dramatic, Magical, Mysterious, Whimsical, Driving, Heroic","Medieval, Animation, Fantasy, Romance, Video Game",Up,3,,,-,,checked,
The Glowing Forest - The Hero,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Videogame, Score",Magical and animation-style orchestral score,64,C,3/4,Ionian,2:13,"Orchestra, Flute, Strings, Percussion, Bass Drum, Music Box","Magic, Forest, Potion, Riding, Horses, Peter Pan, Neverland, Ride, Hero, Heroic","Dramatic, Magical, Mysterious, Whimsical, Driving, Heroic","Medieval, Animation, Fantasy, Romance, Video Game",Up,3,,,-,,checked,
Hermes the Hermit Crab,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Videogame, Tropical House",Cute carribbean-influenced tropical house style jam,105,Eb,4/4,Lydian,2:12,"Percussion, Synth Flute, Piano, Elec bass, Elec drums","beach, happy, carefree, ocean, island, summer, videogame, caribbean, latin","happy, carefree, latin, chill, joyful","animation, teen, romantic comedy, commercial",?,3,,,-,,checked,
Alien Farmhouse,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,105,D,4/4,Ionian,1:05,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Happy, Silly, cute",Videogame,?,2,,,-,,checked,
Zipping Down the Runway,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,90,C#m,4/4,Aeolian,1:09,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Cheerful, Happy",Videogame,?,2,,,-,,checked,
Bursting with Spirit,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,171,Fm,4/4,Aeolian,1:14,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Passionate, Intense, Fun",Videogame,?,2,,,-,,checked,
Dance Fever,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,140,B,4/4,Lydian,1:35,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker, hyperpop, club, pop, Wiggly","Retro, Fun",Videogame,?,2,,,-,,checked,
Frenzied Fury,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,170,Eb,4/4,Lydian,1:14,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker, sparkly, manic","Caffeinated, Excited, Fun",Videogame,?,2,,,-,,checked,
Mining Town Shuffle,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,112,Db,4/4,Ionian,1:25,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker, contrapuntal","Happy, Silly, cute",Videogame,?,2,,,-,,checked,
Igneous Rock,Velvet Green,Exclusive - For licensing please reach out to Velvet Green Music,VELVET GREEN MUSIC INC 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,120,G,4/4,Ionian,1:06,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Happy, Fun, Busy",Videogame,?,2,,,-,,checked,
Animator Credits,STATUS UNKNOWN,Exclusive,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,,,,,,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker",,Videogame,?,2,,,-,,,
Bounce the Boss,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,87,Em,4/4,Aeolian,2:12,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Fun, Retro, Slow",Videogame,?,2,,,-,,checked,
Changing Levels,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,160,F,4/4,Ionian,3:09,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker, caffeinated, coffee","Caffeinated, Excited, Happy",Videogame,?,2,,,-,,checked,
Eight Bit Simplicity,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,170,F,4/4,Mixolydian,2:28,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker, perpetual motion","Contented, Happy",Videogame,?,2,,,-,,checked,
Grabbing Stars,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,140,Am,4/4,Aeolian,2:19,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Hard, Caffeinated, Intense",Videogame,?,2,,,-,,checked,
March to Infinity,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,124,F,6/8,Mixolydian,2:05,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Heroic, Resolute",Videogame,?,2,,,-,,checked,
Pixel Party,Atomica Music,Exclusive - For licensing please reach out to Atomica Music,Atomica Music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Chiptune, Video Game",Videogamey chiptune tune,130,F#m,4/4,Aeolian,1:24,"Synth, Elec. Drums","Videogame, game boy, chiptune, 8-bit, zelda, mario, amiga, commodore, tracker","Happy, Cheerful, Sparkly",Videogame,?,2,,,-,,checked,
Luxe (Defining Moment),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Epic",Luxurious hybrid synth orchestral piece that sounds like a car commercial,76,Dm,4/4,Dorian,2:20,"Synth, Elec. Drums, Cello, Synth Pad, Strings","Commercial, Car, Driving, Fast, Majestic, Epic, EDM, Dance Music, Luxury, ","Majestic, Epic, Awesome, Thrilling, Exciting",Commercial,?,5,,,-,,checked,
Sweet Tart (Euphoria,GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"EDM, Indie",Sparkly hiphop edm tune with vocal samples,115,G,4/4,Ionian,2:22,"Synth, Vocal Samples, Elec. Drums, Bass Synth","Commercial, Candy, Sweet Tarts, Cute, Sweet, Anime, ","Cute, Uplifting, Relaxing, ",Commercial,?,4,,,-,,,
Mandala (Perspective),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Minimalist",Hybrid minimalist tune with strings and synths,,,,,,,,,,,,,,-,,,
Bali Tubes (Bali Tubes),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Percussion",Minimalist percussion piece,,,,,,,,,,,,,,-,,,
The Artists' Garden (Watercolours),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",neo-impressionist piano solo,,,,,,,,,,,,,,-,,,
Peace at Dusk (Solitude),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",neo-romantic piano solo,,,,,,,,,,,,,,-,,,
Blue Sky Illusion (Coulrophobia),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Horror",Scary trailer / horror piece,,,,,,,,,,,,,,-,,,
Quantum Terminal (First Blood),GLU Music,Exclusive - For licensing please reach out to GLU Music,GLU music 100%,Nikolas Korolog 100%,Nikolas Korolog,"Score, Horror",Scary trailer / horror piece,,,,,,,,,,,,,,-,,,
Phalaenopsis,Atrium Music,Non-exclusive,Eek Anderson Media 100%,Nikolas Korolog 100%,Nikolas Korolog,Tropical House,Chilled out melodic tropical houst tune,118,A,4/4,Ionian,3:13,"Piano, Synth, Synth Bass, Synth Pluck, Elec. Drums","Tropical, House, Beach, ocean, island, hawaii, tropic","Relaxed, Chill, happy, content, contented","Reality, romance, romantic comedy",Kygo,4,,,-,,checked,
